EncounterCode,RecoverDate,RecoverYear,RecoverMonth,RecoverSeason,RecoverVessel,RecoverProjectName,RecoverMethod,SpeciesCode,CommonName,TagCode,RecoverLength,SexDescription,RecoverTagTypeCode,RecoverMortality,RecoverLatitude,RecoverLongitude,RecoverPunchCardArea,ReleaseDate,ReleaseYear,ReleaseMonth,ReleaseSeason,ReleaseVessel,ReleaseProjectName,ReleaseMethod,ReleaseLengthCM,ReleaseTagTypeCode,ReleaseLatitude,ReleaseLongitude,ReleasePunchCardArea,DaysAtLiberty,GrowthCM,MovementMiles
DOCK5865,7/4/2014,2014,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828343,46,Male,1CWT1PIT,Y,,,,3/7/2012,2012,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.07478,-124.382019,PCA 2,849,2,
DOCK5866,6/2/2014,2014,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828359,34,Male,1CWT1PIT,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,27,1CWT1PIT,47.13793,-124.2749633,PCA 2,820,7,
DOCK3685,5/27/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828402,38,Male,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.13793,-124.2749633,PCA 2,84,0,
DOCK3686,6/2/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828416,40,Female,,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.13793,-124.2749633,PCA 2,90,1,
DOCK5867,8/8/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828417,,,Unknown,Y,,,,3/4/2012,2012,3,Spring,Hula Girl,,At Sea,32,1CWT1PIT,47.1514,-124.2637329,PCA 2,887,,
DOCK5868,6/14/2014,2014,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828472,46,Male,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.29132,-124.4155197,PCA 2,814,6,
DOCK5553,6/1/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828490,44,Male,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.29132,-124.4155197,PCA 2,436,0,
DOCK5554,9/8/2013,2013,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828503,38,Male,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.29132,-124.4155197,PCA 2,535,2,
DOCK3687,5/26/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828509,41,Female,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.29132,-124.4155197,PCA 2,65,1,
DOCK3688,7/14/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828678,32,Female,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.27794,-124.3803176,PCA 2,114,-4,
DOCK3689,5/5/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828693,40,Male,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.27794,-124.3803176,PCA 2,44,-1,
DOCK3690,5/5/2012,2012,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828705,38,Male,,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.27794,-124.3803176,PCA 2,44,0,
DOCK5480,7/6/2013,2013,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.000187828710,46,Male,1CWT1PIT,Y,,,,3/22/2012,2012,3,Spring,Hula Girl,,At Sea,46,1CWT1PIT,47.27794,-124.3803176,PCA 2,471,0,
DOCK11,7/13/2013,2013,7,Fall,,,Dockside Encounter,YTRK,YELLOWTAIL ROCKFISH,982.000187828711,35,Unable to determine,1CWT1PIT,Y,,,,3/19/2012,2012,3,Spring,Hula Girl,,At Sea,29,1CWT1PIT,47.265,-124.3971176,PCA 2,481,6,
DOCK3691,5/27/2006,2006,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101863635,40,Female,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.21465,-124.2949981,PCA 2,51,-1,
DOCK3692,6/12/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101863828,,Female,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.33873,-124.3525314,PCA 2,805,,
DOCK3693,6/14/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101863897,,Male,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.33178,-124.3412857,PCA 2,796,,
DOCK3694,7/7/2007,2007,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101864204,40,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.33873,-124.3525314,PCA 2,464,2,
DOCK3695,7/12/2008,2008,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101864257,,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.35137,-124.3681488,PCA 2,835,,
DOCK3696,8/16/2008,2008,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101864819,,Male,1CWT1PIT,Y,,,,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.45073,-124.4048461,PCA 2,872,,
DOCK3697,7/19/2008,2008,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101864857,,Male,1CWT1PIT,Y,,,,3/29/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.35852,-124.3535156,PCA 2,843,,
DOCK3698,5/26/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865131,,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.33178,-124.3412857,PCA 2,411,,
DOCK3699,8/4/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865224,40,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.33178,-124.3412857,PCA 2,481,3,
DOCK3700,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865358,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.33005,-124.3317642,PCA 2,781,,
DOCK3701,9/15/2007,2007,9,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865640,43,Male,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.33178,-124.3412857,PCA 2,523,3,
DOCK3702,6/22/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865694,43,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.3386,-124.3516464,PCA 2,449,4,
DOCK5555,5/24/2013,2013,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865755,42,Male,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.22842,-124.2997665,PCA 2,2605,7,
DOCK3703,7/29/2006,2006,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865849,47,Female,1CWT1PIT,Y,,,,4/4/2006,2006,4,Spring,Hula Girl,,At Sea,47,1CWT1PIT,47.18337,-124.3706359,PCA 2,116,0,
DOCK3704,5/10/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865869,45,Female,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.35137,-124.3681488,PCA 2,406,1,
DOCK3705,4/1/2007,2007,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865932,42,Male,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.18118,-124.2900848,PCA 2,360,2,
DOCK3706,3/18/2006,2006,3,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865960,40,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.22982,-124.311119,PCA 2,1,0,
DOCK3707,8/14/2010,2010,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101865991,46,Female,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18243,-124.3008499,PCA 2,1591,9,
DOCK3708,8/7/2010,2010,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866265,43,Male,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.32235,-124.3212203,PCA 2,1580,4,
DOCK3709,6/28/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866354,,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.33873,-124.3525314,PCA 2,821,,
DOCK3710,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866412,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.33005,-124.3317642,PCA 2,781,,
DOCK3711,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866425,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.33005,-124.3317642,PCA 2,781,,
DOCK3712,6/17/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866687,46,Female,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.22842,-124.2997665,PCA 2,437,2,
DOCK3713,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866798,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.33005,-124.3317642,PCA 2,781,,
DOCK3714,6/16/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866822,36,Female,1CWT1PIT,Y,,,,3/29/2006,2006,3,Spring,Hula Girl,,At Sea,32,1CWT1PIT,47.3524,-124.3639526,PCA 2,444,4,
DOCK3715,6/15/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866954,41,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.3159,-124.3143844,PCA 2,431,4,
DOCK3716,7/8/2007,2007,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101866986,40,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,34,1CWT1PIT,47.33178,-124.3412857,PCA 2,454,6,
DOCK3717,5/17/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867052,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,31,1CWT1PIT,47.33005,-124.3317642,PCA 2,767,,
DOCK3718,6/22/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867234,,Female,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.22705,-124.3152465,PCA 2,828,,
DOCK3719,8/18/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867384,39,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.22705,-124.3152465,PCA 2,519,3,
ATSEA87192,4/3/2013,2013,4,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,982.009101867438,44,,1CWT1PIT,N,47.45063,-124.405548,PCA 2,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.451,-124.405899,PCA 2,2563,9,0.03088655
DOCK3720,6/14/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867499,,Male,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,43,1CWT1PIT,47.32235,-124.3212203,PCA 2,796,,
DOCK3721,6/21/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867551,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.33005,-124.3317642,PCA 2,802,,
DOCK3722,8/11/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867560,43,Female,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.21465,-124.2949981,PCA 2,492,2,
DOCK3723,6/18/2006,2006,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867698,36,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.12455,-124.286766,PCA 2,93,0,
DOCK3724,7/11/2009,2009,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867781,43,Male,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.22987,-124.3271026,PCA 2,1186,1,
DOCK3725,6/21/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867926,,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.33005,-124.3317642,PCA 2,802,,
DOCK3726,7/10/2010,2010,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867954,49,Female,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.22987,-124.3271026,PCA 2,1550,7,
DOCK3727,7/16/2010,2010,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101867983,48,Female,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,45,1CWT1PIT,47.22987,-124.3271026,PCA 2,1556,3,
DOCK3728,6/21/2009,2009,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868050,41,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.22705,-124.3152465,PCA 2,1192,5,
DOCK3729,5/28/2006,2006,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868144,40,Female,1CWT1PIT,Y,,,,4/3/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.01712,-124.2441635,PCA 2,55,0,
DOCK3730,6/15/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868254,37,Male,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.23455,-124.321701,PCA 2,429,1,
DOCK3731,5/18/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868493,,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.22705,-124.3152465,PCA 2,793,,
DOCK3732,6/22/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868645,39,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.3386,-124.3516464,PCA 2,449,3,
DOCK3733,7/12/2012,2012,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868731,43,Male,,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.18118,-124.2900848,PCA 2,2289,3,
DOCK3734,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101868895,,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,34,1CWT1PIT,47.3159,-124.3143844,PCA 2,782,,
DOCK3735,6/12/2009,2009,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101869003,43,Female,1CWT1PIT,Y,,,,4/6/2006,2006,4,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.18243,-124.3008499,PCA 2,1163,6,
DOCK3736,8/3/2008,2008,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101869036,,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.33178,-124.3412857,PCA 2,846,,
DOCK3737,8/4/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101869206,45,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.33178,-124.3412857,PCA 2,481,5,
DOCK3738,6/17/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101869394,42,Male,1CWT1PIT,Y,,,,4/4/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.17713,-124.364685,PCA 2,439,0,
DOCK3739,5/26/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101869517,44,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.33178,-124.3412857,PCA 2,411,2,
DOCK3740,4/12/2008,2008,4,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870103,,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,46,1CWT1PIT,47.35137,-124.3681488,PCA 2,744,,
DOCK3741,8/4/2006,2006,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870396,37,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.12455,-124.286766,PCA 2,140,0,
DOCK3742,6/28/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870432,,Male,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,33,1CWT1PIT,47.3386,-124.3516464,PCA 2,821,,
DOCK3743,6/16/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870612,45,Female,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.23883,-124.3367309,PCA 2,430,1,
DOCK3744,5/21/2011,2011,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870650,47,Female,,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.33873,-124.3525314,PCA 2,1878,10,
DOCK3745,8/4/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870656,42,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.33178,-124.3412857,PCA 2,481,3,
DOCK3746,5/16/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870790,,Male,1CWT1PIT,Y,,,,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,33,1CWT1PIT,47.45073,-124.4048461,PCA 2,780,,
DOCK3747,8/18/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870800,42,Male,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,41,1CWT1PIT,47.296,-124.2973175,PCA 2,494,1,
DOCK5556,6/22/2013,2013,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870914,44,Male,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.33178,-124.3412857,PCA 2,2630,4,
DOCK3748,6/14/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101870941,41,Male,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.23455,-124.321701,PCA 2,428,1,
ATSEA55218,4/28/2010,2010,4,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,982.009101871011,44,,1CWT1PIT,N,47.33333,-124.3420639,PCA 2,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,32,1CWT1PIT,47.33005,-124.3317642,PCA 2,1478,12,0.273995967
DOCK3749,6/16/2007,2007,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871071,40,Female,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.23455,-124.321701,PCA 2,430,2,
DOCK3750,6/9/2012,2012,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871201,50,Female,,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.35137,-124.3681488,PCA 2,2263,8,
DOCK3751,6/21/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871328,,Female,1CWT1PIT,Y,,,,4/11/2006,2006,4,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.33005,-124.3317642,PCA 2,802,,
DOCK3752,7/8/2007,2007,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871834,38,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.33178,-124.3412857,PCA 2,454,3,
DOCK3753,8/12/2006,2006,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871923,43,Female,1CWT1PIT,Y,,,,4/12/2006,2006,4,Spring,Hula Girl,,At Sea,44,1CWT1PIT,47.23455,-124.321701,PCA 2,122,-1,
DOCK3754,6/1/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101871965,,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.12455,-124.286766,PCA 2,807,,
DOCK3755,5/31/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872288,,Female,1CWT1PIT,Y,,,,4/3/2006,2006,4,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.01712,-124.2441635,PCA 2,789,,
DOCK3756,5/8/2010,2010,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872321,48,Female,1CWT1PIT,Y,,,,3/30/2006,2006,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.35137,-124.3681488,PCA 2,1500,8,
ATSEA63992,4/20/2011,2011,4,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,982.009101872744,43,Male,1CWT1PIT,N,47.40048,-124.3711013,PCA 2,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.40378,-124.3707199,PCA 2,1849,5,0.275553126
DOCK3757,5/12/2007,2007,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872793,37,Male,1CWT1PIT,Y,,,,3/17/2006,2006,3,Spring,Hula Girl,,At Sea,35,1CWT1PIT,47.22982,-124.311119,PCA 2,421,2,
DOCK3758,7/26/2008,2008,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872805,,Female,1CWT1PIT,Y,,,,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,38,1CWT1PIT,47.40013,-124.3708496,PCA 2,851,,
ATSEA63445,4/19/2011,2011,4,Spring,Hula Girl,,At Sea,BLCK,BLACK ROCKFISH,982.009101872811,41,Male,1CWT1PIT,N,47.44763,-124.4091796,PCA 2,3/28/2006,2006,3,Spring,Hula Girl,,At Sea,32,1CWT1PIT,47.45073,-124.4048461,PCA 2,1848,9,0.258781676
DOCK3759,3/29/2007,2007,3,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872813,43,Female,1CWT1PIT,Y,,,,4/4/2006,2006,4,Spring,Hula Girl,,At Sea,42,1CWT1PIT,47.18337,-124.3706359,PCA 2,359,1,
DOCK3760,6/20/2009,2009,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101872977,40,Female,1CWT1PIT,Y,,,,4/10/2006,2006,4,Spring,Hula Girl,,At Sea,29,1CWT1PIT,47.31375,-124.3182144,PCA 2,1167,11,
DOCK3761,8/23/2008,2008,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873259,,Male,1CWT1PIT,Y,,,,3/11/2005,2005,3,Spring,Hula Girl,,At Sea,40,2CWTmark1PIT,47.13005,-124.2629013,PCA 2,1261,,
DOCK3762,8/4/2005,2005,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873357,38,Female,1CWT1PIT,Y,,,,3/22/2005,2005,3,Spring,Hula Girl,,At Sea,39,1CWT1PIT,47.12958,-124.2628021,PCA 2,135,-1,
DOCK5869,8/1/2014,2014,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873530,49,Female,1CWT1PIT,Y,,,,3/12/2006,2006,3,Spring,Hula Girl,,At Sea,40,1CWT1PIT,47.13837,-124.2739639,PCA 2,3064,9,
DOCK3763,7/15/2006,2006,7,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873542,37,Female,1CWT1PIT,Y,,,,3/14/2006,2006,3,Spring,Hula Girl,,At Sea,36,1CWT1PIT,47.26272,-124.2625808,PCA 2,123,1,
DOCK3764,5/24/2008,2008,5,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873562,,Female,1CWT1PIT,Y,,,,3/14/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.26272,-124.2625808,PCA 2,802,,
DOCK3765,8/4/2007,2007,8,Fall,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873583,33,Female,1CWT1PIT,Y,,,,3/11/2005,2005,3,Spring,Hula Girl,,At Sea,28,2CWTmark1PIT,47.15168,-124.2639312,PCA 2,876,5,
DOCK3766,6/14/2008,2008,6,Spring,,,Dockside Encounter,BLCK,BLACK ROCKFISH,982.009101873657,,Female,1CWT1PIT,Y,,,,3/12/2006,2006,3,Spring,Hula Girl,,At Sea,37,1CWT1PIT,47.13615,-124.2794189,PCA 2,825,,
